Transaction_ID,Cleaned_Item,Cleaned_Quantity,Cleaned_Price_Per_Unit,Cleaned_Total_Spent
TXN_2353057,Cake,3,3,9
TXN_4935258,Cake,2,3,6
TXN_1898329,Cake,5,3,15
TXN_1229376,Cake,3,3,9
TXN_8188857,Cake,1,3,3
TXN_3224756,Cake,2,3,6
TXN_3421456,Cake,3,3,9
TXN_9421618,Cake,3,3,9
TXN_9063299,Cake,4,3,12
TXN_9682798,Cake,3,3,9
TXN_2622670,Cake,5,3,15
TXN_3379368,Cake,5,3,15
TXN_5708913,Cake,2,3,6
TXN_9774691,Cake,3,3,9
TXN_3411281,Cake,2,3,6
TXN_9749434,Cake,5,3,15
TXN_7343905,Cake,1,3,3
TXN_4200340,Cake,5,3,15
TXN_1617476,Cake,2,3,6
TXN_9315755,Cake,5,3,15
TXN_7735237,Cake,2,3,6
TXN_8494538,Cake,4,3,12
TXN_1011236,Cake,1,3,3
TXN_2731270,Cake,1,3,3
TXN_2548248,Cake,4,3,12
TXN_3026930,Cake,2,3,6
TXN_9649878,Cake,5,3,15
TXN_9680054,Cake,3,3,9
TXN_7538221,Cake,5,3,15
TXN_2336248,Cake,15,3,45
TXN_1399696,Cake,5,3,15
TXN_8133627,Cake,5,3,15
TXN_3658211,Cake,12,3,36
TXN_7890585,Cake,5,3,15
TXN_2792107,Cake,1,3,3
TXN_2955691,Cake,1,3,3
TXN_4695415,Cake,5,3,15
TXN_1923984,Cake,2,3,6
TXN_2979899,Cake,5,3,15
TXN_1315847,Cake,1,3,3
TXN_3660999,Cake,3,3,9
TXN_4933689,Cake,1,3,3
TXN_2490026,Cake,5,3,15
TXN_4667663,Cake,5,3,15
TXN_8571235,Cake,1,3,3
TXN_2580487,Cake,1,3,3
TXN_2611683,Cake,3,3,9
TXN_9341159,Cake,5,3,15
TXN_8993132,Cake,3,3,9
TXN_2727347,Cake,5,3,15
TXN_4740892,Cake,1,3,3
TXN_7218719,Cake,1,3,3
TXN_2797925,Cake,2,3,6
TXN_2599005,Cake,2,3,6
TXN_6485220,Cake,3,3,9
TXN_2652800,Cake,4,3,12
TXN_6887407,Cake,3,3,9
TXN_4151440,Cake,5,3,15
TXN_1050083,Cake,5,3,15
TXN_4156369,Cake,5,3,15
TXN_8999576,Cake,5,3,15
TXN_6506895,Cake,5,3,15
TXN_5882566,Cake,1,3,3
TXN_5470598,Cake,3,3,9
TXN_7054849,Cake,4,3,12
TXN_7185724,Cake,4,3,12
TXN_9175519,Cake,4,3,12
TXN_7379007,Cake,2,3,6
TXN_1434857,Cake,5,3,15
TXN_4833378,Cake,5,3,15
TXN_7568316,Cake,2,3,6
TXN_9566593,Cake,2,3,6
TXN_1435192,Cake,2,3,6
TXN_9389434,Cake,5,3,15
TXN_5926836,Cake,5,3,15
TXN_1585827,Cake,3,3,9
TXN_1419669,Cake,5,3,15
TXN_9810604,Cake,2,3,6
TXN_2701016,Cake,5,3,15
TXN_7683607,Cake,1,3,3
TXN_6516391,Cake,2,3,6
TXN_7060144,Cake,5,3,15
TXN_6028331,Cake,4,3,12
TXN_8004510,Cake,9,3,27
TXN_8917822,Cake,2,3,6
TXN_7234224,Cake,3,3,9
TXN_4507533,Cake,1,3,3
TXN_2000406,Cake,2,3,6
TXN_7820220,Cake,3,3,9
TXN_6613909,Cake,4,3,12
TXN_5722123,Cake,4,3,12
TXN_3446174,Cake,5,3,15
TXN_5101593,Cake,5,3,15
TXN_1578981,Cake,1,3,3
TXN_1636908,Cake,4,3,12
TXN_2167159,Cake,6,3,18
TXN_7618171,Cake,5,3,15
TXN_6035512,Cake,5,3,15
TXN_5380198,Cake,3,3,9
TXN_6421446,Cake,2,3,6
TXN_7416880,Cake,1,3,3
TXN_1448501,Cake,4,3,12
TXN_4613510,Cake,5,3,15
TXN_7937275,Cake,4,3,12
TXN_7493097,Cake,15,3,45
TXN_4262142,Cake,2,3,6
TXN_2436779,Cake,1,3,3
TXN_2719734,Cake,5,3,15
TXN_8510436,Cake,1,3,3
TXN_5276301,Cake,3,3,9
TXN_9284099,Cake,2,3,6
TXN_5115009,Cake,4,3,12
TXN_6344003,Cake,1,3,3
TXN_1030539,Cake,3,3,9
TXN_5015183,Cake,2,3,6
TXN_4552615,Cake,2,3,6
TXN_6745856,Cake,4,3,12
TXN_8528546,Cake,3,3,9
TXN_9452261,Cake,5,3,15
TXN_5839300,Cake,1,3,3
TXN_4311086,Cake,4,3,12
TXN_7460497,Cake,5,3,15
TXN_4292280,Cake,4,3,12
TXN_2827994,Cake,5,3,15
TXN_9098841,Cake,1,3,3
TXN_3458602,Cake,2,3,6
TXN_7331525,Cake,2,3,6
TXN_8542781,Cake,2,3,6
TXN_2733833,Cake,12,3,36
TXN_5342900,Cake,5,3,15
TXN_4659573,Cake,15,3,45
TXN_2927909,Cake,4,3,12
TXN_3412484,Cake,4,3,12
TXN_6841304,Cake,1,3,3
TXN_8794205,Cake,4,3,12
TXN_2464879,Cake,2,3,6
TXN_4207219,Cake,1,3,3
TXN_1921415,Cake,1,3,3
TXN_8066306,Cake,5,3,15
TXN_8742742,Cake,4,3,12
TXN_2737300,Cake,3,3,9
TXN_6602557,Cake,4,3,12
TXN_9405019,Cake,5,3,15
TXN_7210366,Cake,2,3,6
TXN_8205635,Cake,5,3,15
TXN_3486178,Cake,5,3,15
TXN_6244602,Cake,5,3,15
TXN_3358787,Cake,1,3,3
TXN_5138519,Cake,5,3,15
TXN_4409875,Cake,3,3,9
TXN_8302551,Cake,4,3,12
TXN_6188931,Cake,5,3,15
TXN_2365394,Cake,2,3,6
TXN_3741197,Cake,4,3,12
TXN_3601338,Cake,3,3,9
TXN_5774784,Cake,5,3,15
TXN_6705109,Cake,3,3,9
TXN_8540553,Cake,1,3,3
TXN_9415451,Cake,3,3,9
TXN_9849760,Cake,2,3,6
TXN_6519486,Cake,5,3,15
TXN_4767006,Cake,1,3,3
TXN_3100053,Cake,3,3,9
TXN_8160791,Cake,5,3,15
TXN_7126770,Cake,4,3,12
TXN_6682443,Cake,4,3,12
TXN_3279039,Cake,4,3,12
TXN_6029333,Cake,1,3,3
TXN_9300970,Cake,2,3,6
TXN_3105489,Cake,3,3,9
TXN_2085992,Cake,1,3,3
TXN_9157460,Cake,4,3,12
TXN_2805332,Cake,4,3,12
TXN_9272043,Cake,4,3,12
TXN_9134335,Cake,3,3,9
TXN_4897182,Cake,3,3,9
TXN_1269252,Cake,1,3,3
TXN_3193212,Cake,1,3,3
TXN_2370338,Cake,4,3,12
TXN_9246948,Cake,5,3,15
TXN_9160109,Cake,1,3,3
TXN_6068564,Cake,4,3,12
TXN_2037742,Cake,4,3,12
TXN_1603563,Cake,4,3,12
TXN_5738282,Cake,4,3,12
TXN_4837909,Cake,5,3,15
TXN_3442244,Cake,4,3,12
TXN_9216314,Cake,1,3,3
TXN_3494014,Cake,1,3,3
TXN_1635137,Cake,2,3,6
TXN_3964398,Cake,4,3,12
TXN_8253046,Cake,1,3,3
TXN_9278090,Cake,5,3,15
TXN_8588231,Cake,4,3,12
TXN_8172182,Cake,2,3,6
TXN_9007414,Cake,3,3,9
TXN_9822173,Cake,5,3,15
TXN_6293225,Cake,4,3,12
TXN_9480851,Cake,3,3,9
TXN_3906862,Cake,5,3,15
TXN_9814929,Cake,3,3,9
TXN_1026799,Cake,5,3,15
TXN_1960599,Cake,4,3,12
TXN_1205522,Cake,5,3,15
TXN_8402941,Cake,5,3,15
TXN_4031726,Cake,4,3,12
TXN_5235471,Cake,5,3,15
TXN_8165784,Cake,5,3,15
TXN_9011816,Cake,1,3,3
TXN_5347338,Cake,4,3,12
TXN_9028798,Cake,2,3,6
TXN_4672332,Cake,4,3,12
TXN_5248011,Cake,2,3,6
TXN_3086676,Cake,2,3,6
TXN_4341126,Cake,2,3,6
TXN_2103018,Cake,5,3,15
TXN_2227781,Cake,1,3,3
TXN_6262910,Cake,4,3,12
TXN_6687734,Cake,1,3,3
TXN_5991995,Cake,1,3,3
TXN_4028494,Cake,3,3,9
TXN_9073184,Cake,2,3,6
TXN_6540415,Cake,5,3,15
TXN_7939659,Cake,3,3,9
TXN_9338442,Cake,1,3,3
TXN_2576936,Cake,3,3,9
TXN_7354480,Cake,2,3,6
TXN_1571874,Cake,1,3,3
TXN_8059782,Cake,5,3,15
TXN_2842641,Cake,1,3,3
TXN_4858908,Cake,2,3,6
TXN_2931198,Cake,2,3,6
TXN_4310629,Cake,3,3,9
TXN_3781198,Cake,3,3,9
TXN_5373154,Cake,3,3,9
TXN_7603948,Cake,3,3,9
TXN_3528653,Cake,1,3,3
TXN_4256155,Cake,5,3,15
TXN_1080377,Cake,2,3,6
TXN_9924421,Cake,5,3,15
TXN_8116676,Cake,2,3,6
TXN_5899361,Cake,1,3,3
TXN_8261380,Cake,3,3,9
TXN_9605972,Cake,3,3,9
TXN_8838566,Cake,5,3,15
TXN_9619442,Cake,4,3,12
TXN_7780786,Cake,1,3,3
TXN_9363990,Cake,3,3,9
TXN_4077799,Cake,4,3,12
TXN_3103520,Cake,3,3,9
TXN_9348801,Cake,1,3,3
TXN_7309365,Cake,2,3,6
TXN_3752448,Cake,5,3,15
TXN_5103644,Cake,4,3,12
TXN_4758849,Cake,2,3,6
TXN_1056256,Cake,4,3,12
TXN_5628251,Cake,4,3,12
TXN_7976129,Cake,3,3,9
TXN_7907259,Cake,1,3,3
TXN_9910333,Cake,2,3,6
TXN_7321479,Cake,1,3,3
TXN_2503128,Cake,1,3,3
TXN_5697778,Cake,3,3,9
TXN_3622194,Cake,1,3,3
TXN_6431215,Cake,1,3,3
TXN_7469771,Cake,5,3,15
TXN_8878429,Cake,5,3,15
TXN_5747859,Cake,1,3,3
TXN_2761204,Cake,3,3,9
TXN_5108188,Cake,2,3,6
TXN_1086324,Cake,3,3,9
TXN_6361309,Cake,5,3,15
TXN_8839045,Cake,2,3,6
TXN_5852244,Cake,2,3,6
TXN_7326974,Cake,4,3,12
TXN_7277750,Cake,2,3,6
TXN_7430227,Cake,3,3,9
TXN_3794410,Cake,4,3,12
TXN_7493740,Cake,1,3,3
